ulCount,urCount,blCount,brCount,sCount,ulA3,ulA4,ulA5,ulA6,ulA7,ulA8,ulA9,ulA10,ulA11,ulA12,urB3,urB4,urB5,urB6,urB7,urB8,urB9,urB10,urB11,urB12,brB4,brB5,brB6,brB7,brB8,brB9,brB10,brB11,brB12,blA4,blA5,blA6,blA7,blA8,blA9,blA10,blA11,blA12,sA4,sB4,sA5,sB5,sA6,sB6,sA7,sB7,sA8,sB8,sA9,sB9,sA10,sB10,sA11,sB11,ulA16,ulA17,ulA18,ulA19,ulA20,ulA21,ulA22,ulA23,ulA24,ulA25,urB16,urB17,urB18,urB19,urB20,urB21,urB22,urB23,urB24,urB25,brB17,brB18,brB19,brB20,brB21,brB22,brB23,brB24,brB25,blA17,blA18,blA19,blA20,blA21,blA22,blA23,blA24,blA25,sA17,sB17,sA18,sB18,sA19,sB19,sA20,sB20,sA21,sB21,sA22,sB22,sA23,sB23,sA24,sB24,ulA29,ulA30,ulA31,ulA32,ulA33,ulA34,ulA35,ulA36,ulA37,ulA38,urB29,urB30,urB31,urB32,urB33,urB34,urB35,urB36,urB37,urB38,brB30,brB31,brB32,brB33,brB34,brB35,brB36,brB37,brB38,blA30,blA31,blA32,blA33,blA34,blA35,blA36,blA37,blA38,sA30,sB30,sA31,sB31,sA32,sB32,sA33,sB33,sA34,sB34,sA35,sB35,sA36,sB36,sA37,sB37,label
263,210,278,251,397,10,9,10,15,9,13,9,9,8,0,6,9,6,6,4,7,10,7,10,0,9,13,10,9,11,6,13,13,6,10,11,15,14,7,9,14,6,12,0,11,0,10,0,5,0,11,0,10,0,11,0,7,0,6,11,11,7,8,16,10,8,5,12,0,6,7,8,8,14,10,9,8,2,0,11,8,11,11,6,9,13,8,7,12,12,10,9,6,7,13,12,7,13,18,10,21,9,27,10,11,10,22,7,17,8,20,11,20,15,12,14,7,7,6,9,9,4,0,10,9,10,8,11,10,2,7,6,0,7,11,8,12,5,10,11,7,6,13,7,8,18,9,10,10,11,6,13,0,12,0,16,0,12,0,12,0,5,0,11,0,11,0,"1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0"
